"symbol","gene_id"
"ANGEL1","AMEX60DD011174"
"DR999_PMT04065","AMEX60DD011176"
"LOC102463600","AMEX60DD011193"
"UBR7","AMEX60DD011224"
"ZC3H14","AMEX60DD011231"
"SPATA7","AMEX60DD011233"
"PARPI_0015972","AMEX60DD011266"
"ATXN3","AMEX60DD011305"
"BEGAIN","AMEX60DD011338"
"ITPK1","AMEX60DD011375"
"AMEX60DD011380","AMEX60DD011380"
"AMEX60DD011430","AMEX60DD011430"
"AMEX60DD011558","AMEX60DD011558"
"POLE2","AMEX60DD011726"
"TEDC1","AMEX60DD011753"
"PIGH","AMEX60DD011802"
"EXD1","AMEX60DD011809"
"AMEX60DD011826","AMEX60DD011826"
"MNAT1","AMEX60DD011854"
"ATL1","AMEX60DD011887"
"AMEX60DD011929","AMEX60DD011929"
"SPTBN5","AMEX60DD011937"
"LTK","AMEX60DD011957"
"AMEX60DD011983","AMEX60DD011983"
"XB5727064.S","AMEX60DD011993"
"LOC115090131","AMEX60DD012016"
"XELAEV_18039998MG","AMEX60DD012018"
"XELAEV_18039998MG.1","AMEX60DD012024"
"AMEX60DD012029","AMEX60DD012029"
"LOC115090145","AMEX60DD012061"
"AMEX60DD012068","AMEX60DD012068"
"DCAF4","AMEX60DD012086"
"DPF3","AMEX60DD012089"
"AMEX60DD012121","AMEX60DD012121"
"AMEX60DD012137","AMEX60DD012137"
"AMEX60DD012150","AMEX60DD012150"
"AMEX60DD012161","AMEX60DD012161"
"SCFD1","AMEX60DD012189"
"SRP54","AMEX60DD012221"
"AMEX60DD012222","AMEX60DD012222"
"PPP2R3C","AMEX60DD012226"
"AMEX60DD012326","AMEX60DD012326"
"LOC101938986","AMEX60DD012415"
"ZFP982","AMEX60DD012447"
"ZNF630","AMEX60DD012452"
"LOC106001371","AMEX60DD012454"
"AMEX60DD012491","AMEX60DD012491"
"FIS1","AMEX60DD012545"
"BIRC7","AMEX60DD012591"
"AMEX60DD012592","AMEX60DD012592"
"SPEN.2","AMEX60DD012595"
"PSMB6.L","AMEX60DD012670"
"LOC115458265","AMEX60DD012680"
"SRRT","AMEX60DD012717"
"ZP3","AMEX60DD012732"
"ZP3.1","AMEX60DD012734"
"ZP3.2","AMEX60DD012767"
"LOC115078783.1","AMEX60DD012769"
"AMEX60DD012777","AMEX60DD012777"
"TMEM95","AMEX60DD012794"
"AMEX60DD012822","AMEX60DD012822"
"AMEX60DD012827","AMEX60DD012827"
"AMEX60DD012828","AMEX60DD012828"
"PPP1R35","AMEX60DD012830"
"LOC115078808","AMEX60DD012872"
"ZMYND15","AMEX60DD012873"
"AMEX60DD012943","AMEX60DD012943"
"AB205_0013530","AMEX60DD012944"
"LOC115077996","AMEX60DD012996"
"RANGRF","AMEX60DD013000"
"LOC115078115","AMEX60DD013001"
"AMEX60DD013054","AMEX60DD013054"
"AMEX60DD013072","AMEX60DD013072"
"AMEX60DD013073","AMEX60DD013073"
"LOC115457005","AMEX60DD013087"
"LOC102362410","AMEX60DD013117"
"AMEX60DD013118","AMEX60DD013118"
"AMEX60DD013292","AMEX60DD013292"
"AMEX60DD013344","AMEX60DD013344"
"RNASEK.1","AMEX60DD013436"
"ARRB2","AMEX60DD013446"
"LOC115480552","AMEX60DD013481"
"REEP6","AMEX60DD013490"
"AMEX60DD013516","AMEX60DD013516"
"WDR18","AMEX60DD013590"
"AMEX60DD013680","AMEX60DD013680"
"LOC113941242","AMEX60DD013840"
"RFXANK","AMEX60DD013950"
"GDF1","AMEX60DD014003"
"MAPK6","AMEX60DD014005"
"AMEX60DD014142","AMEX60DD014142"
"LOC108713059","AMEX60DD014173"
"AMEX60DD014190","AMEX60DD014190"
"DR999_PMT17763","AMEX60DD014224"
"TNFAIP8L1","AMEX60DD014236"
"MAP2K2","AMEX60DD014299"
"AMEX60DD014330","AMEX60DD014330"
"AMEX60DD014332","AMEX60DD014332"
"AMEX60DD014411","AMEX60DD014411"
"AMEX60DD014440","AMEX60DD014440"
"AMEX60DD014564","AMEX60DD014564"
"AMEX60DD014569","AMEX60DD014569"
"AMEX60DD014591","AMEX60DD014591"
"AMEX60DD014593","AMEX60DD014593"
"AMEX60DD014673","AMEX60DD014673"
"MARCHF2","AMEX60DD014679"
"CTSK","AMEX60DD014742"
"AMEX60DD014768","AMEX60DD014768"
"CDC42SE1","AMEX60DD014772"
"MSMP","AMEX60DD014900"
"AMEX60DD014914","AMEX60DD014914"
"SELENBP1","AMEX60DD014920"
"CELF3","AMEX60DD014951"
"OAZ3","AMEX60DD014960"
"LOC108699649","AMEX60DD014987"
"LOC108699649.1","AMEX60DD014991"
"C14H1ORF189","AMEX60DD015060"
"AMEX60DD015127","AMEX60DD015127"
"LOC115178447","AMEX60DD015174"
"DYNLRB2","AMEX60DD015245"
"AMEX60DD015383","AMEX60DD015383"
"PSME3IP1","AMEX60DD015407"
"KIAA0895L","AMEX60DD015453"
"LOC115095290","AMEX60DD015457"
"CIAPIN1","AMEX60DD015459"
"LOC112120272","AMEX60DD015470"
"GFOD2","AMEX60DD015564"
"LOC108789591","AMEX60DD015609"
"LRRC71","AMEX60DD015688"
"AMEX60DD015717","AMEX60DD015717"
"LOC115080317","AMEX60DD015780"
"LOC101944996","AMEX60DD015796"
"PARPI_0017113","AMEX60DD015869"
"LOC101931847","AMEX60DD015872"
"LIN37","AMEX60DD015974"
"PROSER3","AMEX60DD015984"
"LOC106606555","AMEX60DD016134"
"D9C73_024109","AMEX60DD016179"
"PDXK","AMEX60DD016180"
"FAM71E1","AMEX60DD016206"
"AMEX60DD016278","AMEX60DD016278"
"MED25.L","AMEX60DD016296"
"XICL","AMEX60DD016303"
"LOC115081214","AMEX60DD016354"
"DHDH","AMEX60DD016356"
"AMEX60DD016460","AMEX60DD016460"
"AMEX60DD016461","AMEX60DD016461"
"AMEX60DD016463","AMEX60DD016463"
"AMEX60DD016475","AMEX60DD016475"
"CUNH7ORF50","AMEX60DD016500"
"IZUMO3","AMEX60DD016518"
"AMEX60DD016545","AMEX60DD016545"
"AMEX60DD016551","AMEX60DD016551"
"LOC106703526","AMEX60DD016573"
"LOC104277034","AMEX60DD016623"
"LOC115096098","AMEX60DD016624"
"ORC6","AMEX60DD016627"
"LOC114657772","AMEX60DD016665"
"LOC107080041","AMEX60DD016673"
"AMEX60DD016698","AMEX60DD016698"
"LAMTOR2","AMEX60DD016810"
"AMEX60DD016925","AMEX60DD016925"
"AMEX60DD016942","AMEX60DD016942"
"AMEX60DD016946","AMEX60DD016946"
"LOC108786561","AMEX60DD016962"
"PSMD7","AMEX60DD017003"
"WWP2","AMEX60DD017004"
"UTP4","AMEX60DD017029"
"TANGO6","AMEX60DD017032"
"CDT1","AMEX60DD017135"
"AMEX60DD017141","AMEX60DD017141"
"AMEX60DD017151","AMEX60DD017151"
"AMEX60DD017198","AMEX60DD017198"
"LOC115459666","AMEX60DD017207"
"KLHL36","AMEX60DD017211"
"AMEX60DD017224","AMEX60DD017224"
"LOC115080964","AMEX60DD017420"
"LOC115468254","AMEX60DD017565"
"EOD39_21475.1","AMEX60DD017582"
"AMEX60DD017665","AMEX60DD017665"
"AMEX60DD017762","AMEX60DD017762"
"LPCAT2","AMEX60DD017766"
"LOC115095211","AMEX60DD017773"
"AMEX60DD017895","AMEX60DD017895"
"LOC108800383","AMEX60DD017923"
"LOC100494026","AMEX60DD017942"
"AMEX60DD018031","AMEX60DD018031"
"ERF","AMEX60DD018070"
"CEACAM20","AMEX60DD018096"
"APOC1","AMEX60DD018145"
"AMEX60DD018206","AMEX60DD018206"
"ZBTB37","AMEX60DD018219"
"CIB84_008006","AMEX60DD018265"
"LOC109625906","AMEX60DD018427"
"IMP3","AMEX60DD018461"
"AMEX60DD018472","AMEX60DD018472"
"AMEX60DD018480","AMEX60DD018480"
"AMEX60DD018495","AMEX60DD018495"
"LOC101342692","AMEX60DD018497"
"SHCBP1L","AMEX60DD018602"
"RGS16","AMEX60DD018622"
"GLUL.LIKE.1.1","AMEX60DD018629"
"SPATA46","AMEX60DD018690"
"AMEX60DD018768","AMEX60DD018768"
"LOC114598699","AMEX60DD018826"
"CDC14A","AMEX60DD018844"
"SLC35A3","AMEX60DD018856"
"TTLL7","AMEX60DD018872"
"LOC115081673.1","AMEX60DD018939"
"MCOLN2","AMEX60DD019021"
"LOC107511581","AMEX60DD019035"
"AMEX60DD019043","AMEX60DD019043"
"HNRNPL.2","AMEX60DD019057"
"GTF2B","AMEX60DD019077"
"ZNF326.1","AMEX60DD019094"
"RPL5","AMEX60DD019151"
"DIPK1A","AMEX60DD019153"
"LOC112121887","AMEX60DD019157"
"AMEX60DD019180","AMEX60DD019180"
"ERICH3","AMEX60DD019221"
"LOC101912214","AMEX60DD019238"
"ERICH3.1","AMEX60DD019252"
"AMEX60DD019297","AMEX60DD019297"
"DIRAS3","AMEX60DD019303"
"AMEX60DD019332","AMEX60DD019332"
"UBE2U","AMEX60DD019367"
"PGM1","AMEX60DD019376"
"BN2614_LOCUS1","AMEX60DD019395"
"USP1","AMEX60DD019396"
"AMEX60DD019409","AMEX60DD019409"
"NFIA","AMEX60DD019413"
"AMEX60DD019504","AMEX60DD019504"
"LEXM","AMEX60DD019525"
"DMRTB1","AMEX60DD019567"
"AMEX60DD019596","AMEX60DD019596"
"ZYG11B","AMEX60DD019599"
"ORC1","AMEX60DD019612"
"OSBPL9","AMEX60DD019640"
"SPATA6","AMEX60DD019682"
"AMEX60DD019704","AMEX60DD019704"
"AMEX60DD019740","AMEX60DD019740"
"EFCAB14","AMEX60DD019745"
"MKNK1","AMEX60DD019756"
"TSPAN1","AMEX60DD019806"
"SLC6A9","AMEX60DD019839"
"AMEX60DD019882","AMEX60DD019882"
"KIF2C.1","AMEX60DD019926"
"AMEX60DD020229","AMEX60DD020229"
"LOC115087549","AMEX60DD020301"
"NME4","AMEX60DD020339"
"RAB11FIP3","AMEX60DD020342"
"AMEX60DD020379","AMEX60DD020379"
"AMEX60DD020418","AMEX60DD020418"
"NME3","AMEX60DD020419"
"MRPS34","AMEX60DD020421"
"ANTKMT","AMEX60DD020429"
"LOC102939302","AMEX60DD020601"
"AMEX60DD020626","AMEX60DD020626"
"NSMCE1","AMEX60DD020639"
"AMEX60DD020707","AMEX60DD020707"
"CIAO3","AMEX60DD020781"
"AMEX60DD020790","AMEX60DD020790"
"LOC115075660","AMEX60DD020861"
"USP11","AMEX60DD020973"
"LOC102352461","AMEX60DD020974"
"LOC115096743","AMEX60DD020987"
"AMEX60DD021008","AMEX60DD021008"
"LOC115462388","AMEX60DD021042"
"AMEX60DD021048","AMEX60DD021048"
"ABT1","AMEX60DD021071"
"SDK1","AMEX60DD021150"
"IQCE","AMEX60DD021176"
"SNX8","AMEX60DD021202"
"ERI2","AMEX60DD021250"
"AMEX60DD021270","AMEX60DD021270"
"AMEX60DD021402","AMEX60DD021402"
"LOC115075789","AMEX60DD021419"
"AMEX60DD021462","AMEX60DD021462"
"AMEX60DD021476","AMEX60DD021476"
"LOC101942744","AMEX60DD021505"
"HBZ","AMEX60DD021535"
"PAXIP1","AMEX60DD021590"
"AMEX60DD021595","AMEX60DD021595"
"LARP4B","AMEX60DD021675"
"RAB18","AMEX60DD021850"
"YME1L1","AMEX60DD021856"
"LOC104016228","AMEX60DD021868"
"LYPA_23C006077","AMEX60DD021917"
"GPNMB","AMEX60DD022087"
"TOMM7","AMEX60DD022091"
"AMEX60DD022096","AMEX60DD022096"
"SRI","AMEX60DD022198"
"CDK14","AMEX60DD022202"
"ANKIB1","AMEX60DD022222"
"LOC114607801","AMEX60DD022270"
"LOC115084272","AMEX60DD022378"
"AMEX60DD022422","AMEX60DD022422"
"AGR2","AMEX60DD022464"
"AMEX60DD022517","AMEX60DD022517"
"CCNB3","AMEX60DD022554"
"AMEX60DD022623","AMEX60DD022623"
"AMEX60DD022655","AMEX60DD022655"
"ASZ78_008664","AMEX60DD022681"
"AMEX60DD022762","AMEX60DD022762"
"DAZL","AMEX60DD022793"
"AMEX60DD022833","AMEX60DD022833"
"AMEX60DD022988","AMEX60DD022988"
"AMEX60DD023001","AMEX60DD023001"
"LOC115468254.1","AMEX60DD023011"
"POC1A","AMEX60DD023162"
"AMEX60DD023200","AMEX60DD023200"
"MTMR14","AMEX60DD023219"
"AMEX60DD023292","AMEX60DD023292"
"LOC115472329","AMEX60DD023305"
"IP6K2","AMEX60DD023342"
"H1.10","AMEX60DD023369"
"EEFSEC","AMEX60DD023382"
"AMEX60DD023429","AMEX60DD023429"
"UROC1","AMEX60DD023457"
"LOC112958752","AMEX60DD023459"
"CUNH3ORF20","AMEX60DD023479"
"H1.8","AMEX60DD023500"
"TATDN2","AMEX60DD023515"
"AMEX60DD023564","AMEX60DD023564"
"AMEX60DD023605","AMEX60DD023605"
"WASLL.L","AMEX60DD023662"
"AMEX60DD023695","AMEX60DD023695"
"AMEX60DD023702","AMEX60DD023702"
"CHDH","AMEX60DD023705"
"CNTD2","AMEX60DD023748"
"PDE12","AMEX60DD023754"
"SLC25A26","AMEX60DD023877"
"AMEX60DD023987","AMEX60DD023987"
"LOC110084490","AMEX60DD024088"
"RRP9","AMEX60DD024095"
"TMEM115","AMEX60DD024106"
"CISH","AMEX60DD024125"
"LOC103165227","AMEX60DD024144"
"AMEX60DD024163","AMEX60DD024163"
"AMEX60DD024206","AMEX60DD024206"
"INKA1","AMEX60DD024217"
"C1H3ORF62","AMEX60DD024228"
"NICN1","AMEX60DD024239"
"LOC115090489","AMEX60DD024243"
"AMEX60DD024346","AMEX60DD024346"
"LOC115100816","AMEX60DD024511"
"HIPK4","AMEX60DD024590"
"AMEX60DD024629","AMEX60DD024629"
"AMEX60DD024754","AMEX60DD024754"
"AMEX60DD024812","AMEX60DD024812"
"AMEX60DD024832","AMEX60DD024832"
"AMEX60DD024867","AMEX60DD024867"
"EML2","AMEX60DD024895"
"FBXO46","AMEX60DD024899"
"CUNH11ORF80","AMEX60DD024975"
"TSGA10IP","AMEX60DD025024"
"BAD","AMEX60DD025097"
"LOC114650411","AMEX60DD025102"
"AMEX60DD025161","AMEX60DD025161"
"LOC101712273","AMEX60DD025206"
"AMEX60DD025235","AMEX60DD025235"
"AMEX60DD025236","AMEX60DD025236"
"AMEX60DD025256","AMEX60DD025256"
"AMEX60DD025271","AMEX60DD025271"
"SNX15","AMEX60DD025275"
"NAA40","AMEX60DD025308"
"UY3_04270","AMEX60DD025405"
"G6PD","AMEX60DD025432"
"AMEX60DD025437","AMEX60DD025437"
"GPR173","AMEX60DD025465"
"PRICKLE3","AMEX60DD025481"
"IKBKG","AMEX60DD025496"
"LOC115462027","AMEX60DD025501"
"XB5730473.L","AMEX60DD025528"
"BCAP31.L","AMEX60DD025563"
"AMEX60DD025586","AMEX60DD025586"
"AMEX60DD025644","AMEX60DD025644"
"AMEX60DD025672","AMEX60DD025672"
"OJAV_G00075610","AMEX60DD025711"
"BUD31","AMEX60DD025768"
"AMEX60DD025775","AMEX60DD025775"
"OTOA","AMEX60DD025850"
"LOC106593973","AMEX60DD025919"
"AMEX60DD025923","AMEX60DD025923"
"MPRIP","AMEX60DD025976"
"USP22","AMEX60DD025982"
"LOC115075658","AMEX60DD026007"
"CUNH16ORF89","AMEX60DD026012"
"HSPA9.1","AMEX60DD026048"
"MYO1G","AMEX60DD026052"
"AMEX60DD026061","AMEX60DD026061"
"DHX30","AMEX60DD026071"
"CDC25A","AMEX60DD026076"
"LOC102184668","AMEX60DD026078"
"PARPI_0001372","AMEX60DD026113"
"LOC115077580","AMEX60DD026281"
"NOBOX","AMEX60DD026308"
"LOC112060683.1","AMEX60DD026335"
"FAM118A.1","AMEX60DD026339"
"D4764_10G0004310","AMEX60DD026404"
"AMEX60DD026580","AMEX60DD026580"
"LOC115640856","AMEX60DD026581"
"NANOGP8","AMEX60DD026726"
"NANOG","AMEX60DD026727"
"AMEX60DD026741","AMEX60DD026741"
"LOC115078384","AMEX60DD026746"
"AMEX60DD026811","AMEX60DD026811"
"COPS7A","AMEX60DD026848"
"TAF4","AMEX60DD026909"
"MTG2","AMEX60DD026920"
"LOC109927115","AMEX60DD026922"
"LOC104480054","AMEX60DD026930"
"RPS21","AMEX60DD026937"
"AMEX60DD026950","AMEX60DD026950"
"SLCO4A1","AMEX60DD026951"
"AMEX60DD027013","AMEX60DD027013"
"AMEX60DD027100","AMEX60DD027100"
"FNDC11","AMEX60DD027113"
"RAD21L1","AMEX60DD027133"
"COX4I2","AMEX60DD027180"
"AMEX60DD027184","AMEX60DD027184"
"TPX2.1","AMEX60DD027188"
"TPX2.2","AMEX60DD027191"
"TTLL9","AMEX60DD027196"
"EFCAB8","AMEX60DD027225"
"AMEX60DD027318","AMEX60DD027318"
"FAM210B","AMEX60DD027354"
"PFDN4","AMEX60DD027379"
"AMEX60DD027553","AMEX60DD027553"
"AMEX60DD027673","AMEX60DD027673"
"GRPEL2","AMEX60DD027729"
"FBXO38","AMEX60DD027758"
"AMEX60DD027774","AMEX60DD027774"
"SIMC1","AMEX60DD027797"
"EIF4E1B","AMEX60DD027828"
"LOC112540281","AMEX60DD027894"
"RPUSD4","AMEX60DD027958"
"PUS3","AMEX60DD027960"
"CCDC42","AMEX60DD027976"
"SEPTIN1","AMEX60DD027980"
"AMEX60DD028006","AMEX60DD028006"
"ELOB.1","AMEX60DD028017"
"LOC115474158","AMEX60DD028027"
"LOC115474158.1","AMEX60DD028028"
"THOC6","AMEX60DD028046"
"LOC115074096","AMEX60DD028068"
"PPIL3.S","AMEX60DD028073"
"LOC108799005.1","AMEX60DD028172"
"LOC102366933","AMEX60DD028173"
"AMEX60DD028186","AMEX60DD028186"
"PRSS27","AMEX60DD028192"
"HSD3B7","AMEX60DD028275"
"AMEX60DD028282","AMEX60DD028282"
"CTF1","AMEX60DD028289"
"LOC115094166","AMEX60DD028305"
"LOC115094173","AMEX60DD028319"
"LOC114590001","AMEX60DD028343"
"TAOK2","AMEX60DD028347"
"KIF22","AMEX60DD028354"
"LOC102365031","AMEX60DD028364"
"LOC114582528","AMEX60DD028390"
"LOC115094221","AMEX60DD028402"
"LOC110078543","AMEX60DD028413"
"DPPA2.L","AMEX60DD028425"
"FBXO39","AMEX60DD028428"
"ATXN2L","AMEX60DD028463"
"Z043_100027","AMEX60DD028472"
"GDF5","AMEX60DD028514"
"LOC102350663","AMEX60DD028545"
"AMEX60DD028560","AMEX60DD028560"
"AMEX60DD028563","AMEX60DD028563"
"AHCY","AMEX60DD028578"
"PLCG1","AMEX60DD028600"
"MYL9","AMEX60DD028634"
"AMEX60DD028652","AMEX60DD028652"
"LOC115097028","AMEX60DD028654"
"TGM2","AMEX60DD028699"
"LOC115073442","AMEX60DD028727"
"LARS","AMEX60DD028791"
"HSPA4","AMEX60DD028834"
"GDF9","AMEX60DD028845"
"P4HA2","AMEX60DD028878"
"MEIKIN","AMEX60DD028898"
"RAPGEF6","AMEX60DD028900"
"LOC111771931","AMEX60DD028909"
"SGMS1","AMEX60DD028919"
"CAMLG","AMEX60DD028952"
"TXNDC15","AMEX60DD028955"
"AMEX60DD028982","AMEX60DD028982"
"PKD2L2","AMEX60DD029010"
"CLK4","AMEX60DD029025"
"AMEX60DD029034","AMEX60DD029034"
"AMEX60DD029036","AMEX60DD029036"
"AMEX60DD029060","AMEX60DD029060"
"AMEX60DD029061","AMEX60DD029061"
"LOC115084939","AMEX60DD029077"
"AMEX60DD029098","AMEX60DD029098"
"AMEX60DD029127","AMEX60DD029127"
"LOC115084824.1","AMEX60DD029154"
"LOC115084891","AMEX60DD029155"
"DESI1","AMEX60DD029184"
"LOC112544928","AMEX60DD029196"
"ATF4","AMEX60DD029230"
"TMPRSS6","AMEX60DD029322"
"AMEX60DD029377","AMEX60DD029377"
"LOC101937612","AMEX60DD029382"
"AMEX60DD029437","AMEX60DD029437"
"LOC115087662","AMEX60DD029441"
"AMEX60DD029449","AMEX60DD029449"
"ZNF740","AMEX60DD029583"
"TSFM","AMEX60DD029614"
"AMEX60DD029636","AMEX60DD029636"
"DIP2B","AMEX60DD029675"
"LOC115465871","AMEX60DD029708"
"MYO1A","AMEX60DD029724"
"MCRS1","AMEX60DD029891"
"CNPY2","AMEX60DD029904"
"RNF41","AMEX60DD029912"
"CCDC65","AMEX60DD029985"
"TEX49","AMEX60DD029987"
"ACVRL1","AMEX60DD030013"
"CNOT8","AMEX60DD030062"
"AMEX60DD030088","AMEX60DD030088"
"LOC115475935.1","AMEX60DD030112"
"LOC115475935.2","AMEX60DD030114"
"LOC115080018.1","AMEX60DD030138"
"AMEX60DD030147","AMEX60DD030147"
"LOC115081986","AMEX60DD030230"
"DND1","AMEX60DD030269"
"TMCO6","AMEX60DD030277"
"PTTG1.1","AMEX60DD030286"
"SPDL1.S","AMEX60DD030362"
"AMEX60DD030368","AMEX60DD030368"
"LOC113405169","AMEX60DD030448"
"HMOX1","AMEX60DD030455"
"LOC115084953","AMEX60DD030456"
"MCM5","AMEX60DD030457"
"CENPM","AMEX60DD030476"
"DNAH9","AMEX60DD030575"
"STX8","AMEX60DD030670"
"AMEX60DD030695","AMEX60DD030695"
"AMEX60DD030703","AMEX60DD030703"
"HEXD","AMEX60DD030713"
"AMEX60DD030815","AMEX60DD030815"
"QRICH2","AMEX60DD030817"
"AMEX60DD030826","AMEX60DD030826"
"EXOC7","AMEX60DD030835"
"DUI87_31381","AMEX60DD030907"
"MRPL58","AMEX60DD030921"
"LOC115090940","AMEX60DD030963"
"LOC115090983","AMEX60DD031069"
"AMEX60DD031094","AMEX60DD031094"
"POLG2","AMEX60DD031101"
"MONAX_5E003019","AMEX60DD031183"
"LOC115459209","AMEX60DD031258"
"AMEX60DD031315","AMEX60DD031315"
"AMEX60DD031412","AMEX60DD031412"
"LOC106702376","AMEX60DD031435"
"GSONMT00013242001","AMEX60DD031438"
"DNAH17","AMEX60DD031439"
"PCP2","AMEX60DD031619"
"C19H19ORF67","AMEX60DD031719"
"EVI5L","AMEX60DD031765"
"COL5A3","AMEX60DD031840"
"LOC114040349","AMEX60DD031876"
"DR999_PMT21335","AMEX60DD031896"
"DHPS","AMEX60DD031910"
"LOC102366519","AMEX60DD031923"
"RNASEH2A","AMEX60DD031929"
"LOC115082344","AMEX60DD031942"
"LOC115082344.1","AMEX60DD031943"
"SYCE2","AMEX60DD031966"
"LOC115465997","AMEX60DD032074"
"LOC115082146","AMEX60DD032075"
"AMEX60DD032107","AMEX60DD032107"
"LOC115465978","AMEX60DD032121"
"DNTS_030177","AMEX60DD032129"
"LOC115080957","AMEX60DD032170"
"GTF2F1","AMEX60DD032172"
"LOC115094715.1","AMEX60DD032442"
"OST4","AMEX60DD032599"
"AMEX60DD032618","AMEX60DD032618"
"LOC104542946","AMEX60DD032632"
"CLU","AMEX60DD032706"
"LOC115081973","AMEX60DD032717"
"EPHX2","AMEX60DD032724"
"TRIM35","AMEX60DD032738"
"SOX7","AMEX60DD032807"
"LOC101806553","AMEX60DD032876"
"LOC103092765","AMEX60DD032896"
"AMEX60DD033058","AMEX60DD033058"
"PUM2","AMEX60DD033099"
"LOC115465185","AMEX60DD033137"
"LRATD1","AMEX60DD033189"
"AMEX60DD033290","AMEX60DD033290"
"AMEX60DD033315","AMEX60DD033315"
"AMEX60DD033355","AMEX60DD033355"
"FBXO9","AMEX60DD033449"
"LOC115465211","AMEX60DD033459"
"DST","AMEX60DD033491"
"ZNF451","AMEX60DD033502"
"AMEX60DD033533","AMEX60DD033533"
"COX7A2.S","AMEX60DD033628"
"AMEX60DD033636","AMEX60DD033636"
"LOC104269353","AMEX60DD033686"
"AMEX60DD033738","AMEX60DD033738"
"AMEX60DD033739","AMEX60DD033739"
"AMEX60DD033884","AMEX60DD033884"
"AMEX60DD033936","AMEX60DD033936"
"DR999_PMT14959","AMEX60DD033945"
"HACE1.L","AMEX60DD033986"
"ATG5","AMEX60DD034086"
"LOC115088294","AMEX60DD034162"
"DR999_PMT02170","AMEX60DD034168"
"AMEX60DD034202","AMEX60DD034202"
"SLC2A12","AMEX60DD034265"
"MAP7","AMEX60DD034368"
"AMEX60DD034479","AMEX60DD034479"
"LOC106704083","AMEX60DD034493"
"AMEX60DD034511","AMEX60DD034511"
"SPAST","AMEX60DD034526"
"LOC115087143","AMEX60DD034531"
"AMEX60DD034532","AMEX60DD034532"
"YBX1","AMEX60DD034538"
"EXOC8","AMEX60DD034549"
"UBE2J2","AMEX60DD034551"
"AMEX60DD034557","AMEX60DD034557"
"WDR27","AMEX60DD034561"
"AMEX60DD034625","AMEX60DD034625"
"GPR137B","AMEX60DD034628"
"IRF2BP2","AMEX60DD034633"
"AMEX60DD034678","AMEX60DD034678"
"AMEX60DD034679","AMEX60DD034679"
"AMEX60DD034755","AMEX60DD034755"
"DTD1","AMEX60DD034757"
"WDR64","AMEX60DD034829"
"AMEX60DD034841","AMEX60DD034841"
"AMEX60DD034842","AMEX60DD034842"
"MROH1.1","AMEX60DD034855"
"AMEX60DD034870","AMEX60DD034870"
"PACRG","AMEX60DD034898"
"TIAM2","AMEX60DD034983"
"LOC106901575","AMEX60DD035054"
"NINL","AMEX60DD035061"
"BAF.L.L","AMEX60DD035074"
"LOC115465775","AMEX60DD035103"
"TUBE1","AMEX60DD035107"
"SERAC1","AMEX60DD035162"
"MEMO1","AMEX60DD035182"
"LOC115087101","AMEX60DD035216"
"LOC108716644","AMEX60DD035239"
"AMEX60DD035259","AMEX60DD035259"
"AMEX60DD035297","AMEX60DD035297"
"DR999_PMT08329","AMEX60DD035478"
"DR999_PMT08309","AMEX60DD035481"
"CFAP61","AMEX60DD035490"
"REPS1","AMEX60DD035524"
"EHBP1","AMEX60DD035644"
"COMMD1","AMEX60DD035655"
"CCT4","AMEX60DD035657"
"CRLS1","AMEX60DD035710"
"AMEX60DD035725","AMEX60DD035725"
"ESF1","AMEX60DD035803"
"AMEX60DD035855","AMEX60DD035855"
"GTF2A1L","AMEX60DD035892"
"AMEX60DD035950","AMEX60DD035950"
"AMEX60DD035973","AMEX60DD035973"
"AMEX60DD035988","AMEX60DD035988"
"MTA3","AMEX60DD035992"
"DR999_PMT18695","AMEX60DD036053"
"DTL","AMEX60DD036056"
"BATF3","AMEX60DD036067"
"AMEX60DD036164","AMEX60DD036164"
"AMEX60DD036180","AMEX60DD036180"
"AMEX60DD036181","AMEX60DD036181"
"EOD39_18453","AMEX60DD036197"
"AMEX60DD036198","AMEX60DD036198"
"PARP1","AMEX60DD036262"
"DNAH14","AMEX60DD036304"
"KIF6","AMEX60DD036349"
"AMEX60DD036380","AMEX60DD036380"
"ZFAND3","AMEX60DD036381"
"AMEX60DD036417","AMEX60DD036417"
"YIPF3","AMEX60DD036474"
"LLAP_545","AMEX60DD036493"
"HSP90AB1","AMEX60DD036515"
"CRIP3","AMEX60DD036529"
"RRP36","AMEX60DD036562"
"AMEX60DD036571","AMEX60DD036571"
"RAMAC","AMEX60DD036588"
"GLIPR1","AMEX60DD036743"
"EOD39_14473","AMEX60DD036804"
"AMEX60DD036845","AMEX60DD036845"
"AMEX60DD036935","AMEX60DD036935"
"AMEX60DD036972","AMEX60DD036972"
"SMARCA1","AMEX60DD037160"
"AMEX60DD037172","AMEX60DD037172"
"AMEX60DD037173","AMEX60DD037173"
"UPF3B","AMEX60DD037236"
"SLC25A5","AMEX60DD037248"
"LOC115094731","AMEX60DD037317"
"LOC115094568","AMEX60DD037318"
"AMEX60DD037424","AMEX60DD037424"
"AMEX60DD037430","AMEX60DD037430"
"AMEX60DD037451","AMEX60DD037451"
"AMEX60DD037452","AMEX60DD037452"
"FHL1","AMEX60DD037465"
"FAM122B","AMEX60DD037473"
"PHF6","AMEX60DD037479"
"AMEX60DD037549","AMEX60DD037549"
"TAF9B","AMEX60DD037561"
"MORC4","AMEX60DD037806"
"DNAAF6","AMEX60DD037817"
